SK_ID_CURR,TARGET
100001,0.0458984375
100005,0.15211640211640212
100013,0.02776101388050694
100028,0.019912312751187433
100038,0.18476357267950963
100042,0.03966286564204264
100057,0.008487654320987654
100065,0.03966286564204264
100066,0.019912312751187433
100067,0.08968926553672317
100074,0.1106233538191396
100090,0.08968926553672317
100091,0.12537764350453176
100092,0.08711587256836763
100106,0.05504731861198738
100107,0.12537764350453176
100109,0.05504731861198738
100117,0.019912312751187433
100128,0.05504731861198738
100141,0.03227752639517345
100150,0.019912312751187433
100168,0.008487654320987654
100169,0.06321307431390688
100170,0.08968926553672317
100171,0.035395909805977975
100172,0.08711587256836763
100184,0.035395909805977975
100187,0.0458984375
100212,0.08711587256836763
100222,0.03966286564204264
100223,0.017267961763798953
100232,0.017267961763798953
100241,0.15729729729729727
100245,0.019912312751187433
100253,0.017267961763798953
100256,0.06321307431390688
100271,0.005931198102016607
100278,0.35658914728682173
100280,0.005931198102016607
100306,0.19096774193548388
100311,0.10472972972972973
100312,0.019912312751187433
100330,0.19096774193548388
100331,0.03966286564204264
100352,0.10472972972972973
100358,0.05504731861198738
100367,0.019912312751187433
100382,0.06321307431390688
100384,0.050847457627118633
100385,0.12537764350453176
100386,0.019912312751187433
100399,0.03227752639517345
100404,0.06321307431390688
100416,0.008487654320987654
100422,0.0458984375
100426,0.0458984375
100438,0.02776101388050694
100444,0.13997985901309165
100445,0.15486725663716813
100446,0.08711587256836763
100447,0.019912312751187433
100450,0.017267961763798953
100466,0.019912312751187433
100483,0.019912312751187433
100484,0.008487654320987654
100494,0.06321307431390688
100510,0.09947643979057591
100512,0.017267961763798953
100517,0.019912312751187433
100548,0.017267961763798953
100551,0.019912312751187433
100552,0.08968926553672317
100553,0.019912312751187433
100561,0.15729729729729727
100568,0.3826086956521739
100569,0.035395909805977975
100591,0.06321307431390688
100592,0.017267961763798953
100602,0.05504731861198738
100607,0.035395909805977975
100613,0.08968926553672317
100617,0.12537764350453176
100618,0.0458984375
100622,0.035395909805977975
100625,0.1106233538191396
100677,0.10833333333333334
100699,0.02776101388050694
100702,0.4015594541910331
100711,0.05504731861198738
100729,0.08711587256836763
100740,0.15729729729729727
100744,0.13310961968680088
100745,0.06321307431390688
100747,0.08711587256836763
100751,0.27951674903898954
100752,0.04405286343612335
100753,0.27951674903898954
100754,0.27951674903898954
100760,0.03227752639517345
100762,0.08711587256836763
100763,0.03227752639517345
100765,0.008487654320987654
100770,0.08711587256836763
100772,0.017267961763798953
100777,0.035395909805977975
100791,0.02776101388050694
100792,0.005931198102016607
100797,0.0458984375
100823,0.035395909805977975
100826,0.017267961763798953
100830,0.04405286343612335
100836,0.22772277227722773
100872,0.08711587256836763
100910,0.035395909805977975
100913,0.19096774193548388
100918,0.019912312751187433
100931,0.008487654320987654
100952,0.035395909805977975
100953,0.0458984375
100965,0.15729729729729727
100970,0.03227752639517345
100982,0.15211640211640212
100983,0.27951674903898954
100984,0.05504731861198738
100987,0.05504731861198738
100997,0.0458984375
100998,0.22772277227722773
101002,0.12537764350453176
101005,0.21262002743484226
101008,0.27951674903898954
101020,0.02776101388050694
101021,0.05504731861198738
101024,0.06321307431390688
101025,0.18476357267950963
101026,0.03227752639517345
101031,0.03227752639517345
101041,0.019912312751187433
101051,0.017267961763798953
101055,0.05504731861198738
101056,0.27951674903898954
101057,0.019912312751187433
101064,0.008487654320987654
101079,0.08711587256836763
101087,0.03227752639517345
101090,0.019912312751187433
101092,0.10013003901170352
101097,0.27951674903898954
101099,0.005931198102016607
101107,0.06321307431390688
101118,0.0458984375
101125,0.08968926553672317
101126,0.005931198102016607
101128,0.03227752639517345
101136,0.15729729729729727
101140,0.15729729729729727
101149,0.13997985901309165
101160,0.08711587256836763
101169,0.13997985901309165
101181,0.03227752639517345
101186,0.019912312751187433
101190,0.08711587256836763
101193,0.10472972972972973
101194,0.13310961968680088
101198,0.15729729729729727
101200,0.035395909805977975
101204,0.035395909805977975
101211,0.05504731861198738
101213,0.05504731861198738
101223,0.019912312751187433
101225,0.10472972972972973
101237,0.0458984375
101243,0.08711587256836763
101244,0.12537764350453176
101258,0.0458984375
101259,0.13997985901309165
101268,0.15729729729729727
101269,0.05504731861198738
101271,0.12537764350453176
101279,0.019912312751187433
101281,0.13997985901309165
101287,0.03227752639517345
101292,0.03227752639517345
101294,0.03966286564204264
101296,0.08711587256836763
101297,0.03227752639517345
101299,0.05504731861198738
101301,0.035395909805977975
101305,0.08968926553672317
101308,0.16198834262125572
101318,0.005931198102016607
101327,0.21262002743484226
101329,0.008487654320987654
101332,0.05504731861198738
101337,0.050847457627118633
101343,0.017267961763798953
101345,0.008487654320987654
101346,0.008487654320987654
101353,0.008487654320987654
101354,0.15486725663716813
101355,0.1106233538191396
101356,0.019912312751187433
101362,0.0458984375
101363,0.3657817109144543
101365,0.008487654320987654
101366,0.10013003901170352
101367,0.18476357267950963
101368,0.008487654320987654
101374,0.15211640211640212
101380,0.019912312751187433
101383,0.03227752639517345
101398,0.017267961763798953
101399,0.4015594541910331
101401,0.15729729729729727
101412,0.06639004149377592
101426,0.05504731861198738
101427,0.4015594541910331
101428,0.06321307431390688
101429,0.19096774193548388
101434,0.035395909805977975
101440,0.08968926553672317
101448,0.1106233538191396
101449,0.05504731861198738
101465,0.15729729729729727
101467,0.017267961763798953
101472,0.06321307431390688
101478,0.27951674903898954
101497,0.05504731861198738
101504,0.08711587256836763
101547,0.017267961763798953
101548,0.19096774193548388
101555,0.10013003901170352
101570,0.017267961763798953
101572,0.05504731861198738
101578,0.035395909805977975
101580,0.08711587256836763
101588,0.13997985901309165
101602,0.05504731861198738
101610,0.10833333333333334
101614,0.03966286564204264
101616,0.05504731861198738
101643,0.06321307431390688
101644,0.06463878326996199
101649,0.1106233538191396
101650,0.05504731861198738
101665,0.008487654320987654
101667,0.15729729729729727
101669,0.05504731861198738
101674,0.05504731861198738
101675,0.008487654320987654
101678,0.08711587256836763
101682,0.05504731861198738
101686,0.050847457627118633
101697,0.19096774193548388
101700,0.4015594541910331
101711,0.019912312751187433
101714,0.03966286564204264
101715,0.27951674903898954
101728,0.019912312751187433
101732,0.03227752639517345
101757,0.15211640211640212
101758,0.035395909805977975
101759,0.05504731861198738
101762,0.019912312751187433
101764,0.06639004149377592
101780,0.27951674903898954
101784,0.019912312751187433
101789,0.019912312751187433
101816,0.08711587256836763
101819,0.017267961763798953
101827,0.005931198102016607
101863,0.05504731861198738
101867,0.0458984375
101870,0.008487654320987654
101873,0.21262002743484226
101878,0.05504731861198738
101879,0.035395909805977975
101880,0.035395909805977975
101887,0.0458984375
101897,0.017267961763798953
101901,0.12537764350453176
101903,0.22772277227722773
101920,0.0458984375
101921,0.019912312751187433
101922,0.019912312751187433
101961,0.22772277227722773
101962,0.019912312751187433
101971,0.05504731861198738
101976,0.3424657534246575
102002,0.15211640211640212
102005,0.019912312751187433
102007,0.22772277227722773
102017,0.008487654320987654
102019,0.19096774193548388
102029,0.017267961763798953
102051,0.12537764350453176
102052,0.003616636528028933
102054,0.019912312751187433
102062,0.06321307431390688
102067,0.19096774193548388
102068,0.06321307431390688
102070,0.035395909805977975
102090,0.10013003901170352
102092,0.06321307431390688
102099,0.10013003901170352
102100,0.019912312751187433
102112,0.08711587256836763
102113,0.03227752639517345
102122,0.15211640211640212
102123,0.08711587256836763
102125,0.035395909805977975
102126,0.22772277227722773
102146,0.035395909805977975
102147,0.0458984375
102151,0.035395909805977975
102158,0.13997985901309165
102159,0.017267961763798953
102162,0.08711587256836763
102165,0.02776101388050694
102166,0.0458984375
102174,0.017267961763798953
102193,0.18476357267950963
102198,0.03227752639517345
102205,0.08711587256836763
102206,0.008487654320987654
102218,0.008487654320987654
102221,0.019912312751187433
102230,0.08711587256836763
102238,0.03966286564204264
102248,0.05504731861198738
102252,0.4015594541910331
102259,0.050847457627118633
102262,0.15729729729729727
102273,0.06321307431390688
102286,0.1106233538191396
102293,0.008487654320987654
102294,0.035395909805977975
102296,0.035395909805977975
102298,0.10013003901170352
102303,0.008487654320987654
102309,0.03227752639517345
102315,0.017267961763798953
102340,0.05504731861198738
102342,0.06321307431390688
102344,0.05504731861198738
102346,0.0458984375
102347,0.008487654320987654
102374,0.05504731861198738
102380,0.03227752639517345
102387,0.017267961763798953
102393,0.05504731861198738
102403,0.017267961763798953
102413,0.035395909805977975
102414,0.003616636528028933
102415,0.05504731861198738
102416,0.12537764350453176
102439,0.05504731861198738
102441,0.019912312751187433
102443,0.008487654320987654
102444,0.10472972972972973
102445,0.13997985901309165
102448,0.06321307431390688
102449,0.12537764350453176
102450,0.15729729729729727
102456,0.008487654320987654
102458,0.12537764350453176
102459,0.03227752639517345
102465,0.03966286564204264
102470,0.08968926553672317
102471,0.035395909805977975
102475,0.06321307431390688
102476,0.21262002743484226
102506,0.0458984375
102509,0.035395909805977975
102519,0.017267961763798953
102522,0.05504731861198738
102545,0.019912312751187433
102549,0.04405286343612335
102562,0.005931198102016607
102563,0.03227752639517345
102568,0.13997985901309165
102582,0.03227752639517345
102592,0.019912312751187433
102597,0.10013003901170352
102605,0.03227752639517345
102614,0.019912312751187433
102617,0.08711587256836763
102634,0.05504731861198738
102652,0.017267961763798953
102655,0.005931198102016607
102671,0.06463878326996199
102694,0.21262002743484226
102701,0.035395909805977975
102703,0.008487654320987654
102704,0.008487654320987654
102713,0.005931198102016607
102720,0.1106233538191396
102731,0.008487654320987654
102733,0.0458984375
102749,0.035395909805977975
102755,0.05504731861198738
102763,0.019912312751187433
102770,0.035395909805977975
102772,0.06321307431390688
102799,0.27951674903898954
102838,0.008487654320987654
102854,0.019912312751187433
102862,0.13997985901309165
102863,0.019912312751187433
102867,0.008487654320987654
102868,0.008487654320987654
102878,0.08711587256836763
102887,0.02776101388050694
102898,0.22772277227722773
102904,0.13997985901309165
102912,0.08711587256836763
102919,0.019912312751187433
102927,0.0458984375
102932,0.035395909805977975
102933,0.10013003901170352
102935,0.017267961763798953
102958,0.0458984375
102969,0.19096774193548388
102971,0.008487654320987654
102975,0.05504731861198738
102979,0.05504731861198738
102982,0.008487654320987654
102987,0.13310961968680088
102989,0.02776101388050694
102995,0.05504731861198738
102996,0.008487654320987654
103000,0.035395909805977975
103001,0.13997985901309165
103004,0.03227752639517345
103010,0.008487654320987654
103025,0.21262002743484226
103029,0.05504731861198738
103046,0.06321307431390688
103056,0.0458984375
103062,0.08711587256836763
103078,0.019912312751187433
103083,0.008487654320987654
103092,0.04405286343612335
103096,0.06321307431390688
103097,0.15729729729729727
103102,0.15729729729729727
103112,0.0458984375
103132,0.035395909805977975
103144,0.06321307431390688
103145,0.06321307431390688
103146,0.005931198102016607
103147,0.08711587256836763
103158,0.06321307431390688
103171,0.08711587256836763
103173,0.019912312751187433
103184,0.019912312751187433
103195,0.15729729729729727
103196,0.03227752639517345
103206,0.019912312751187433
103230,0.19096774193548388
103231,0.21262002743484226
103232,0.008487654320987654
103239,0.08968926553672317
103240,0.15729729729729727
103243,0.050847457627118633
103252,0.22772277227722773
103258,0.019912312751187433
103259,0.18476357267950963
103279,0.017267961763798953
103280,0.003616636528028933
103286,0.019912312751187433
103287,0.27951674903898954
103290,0.008487654320987654
103298,0.035395909805977975
103315,0.003616636528028933
103319,0.019912312751187433
103334,0.175
103336,0.08711587256836763
103345,0.0458984375
103368,0.019912312751187433
103371,0.27951674903898954
103377,0.017267961763798953
103398,0.019912312751187433
103404,0.05504731861198738
103408,0.18476357267950963
103410,0.05504731861198738
103418,0.03227752639517345
103420,0.18476357267950963
103432,0.10013003901170352
103433,0.008487654320987654
103436,0.017267961763798953
103440,0.008487654320987654
103453,0.019912312751187433
103459,0.019912312751187433
103460,0.05504731861198738
103461,0.008487654320987654
103462,0.035395909805977975
103473,0.08711587256836763
103474,0.008487654320987654
103475,0.15729729729729727
103478,0.12537764350453176
103480,0.08711587256836763
103484,0.019912312751187433
103494,0.07228915662650602
103513,0.05504731861198738
103515,0.10013003901170352
103516,0.27951674903898954
103525,0.19096774193548388
103541,0.3657817109144543
103544,0.017267961763798953
103562,0.3826086956521739
103570,0.4015594541910331
103572,0.12537764350453176
103574,0.03227752639517345
103575,0.02776101388050694
103591,0.10013003901170352
103594,0.008487654320987654
103609,0.050847457627118633
103613,0.06321307431390688
103614,0.03227752639517345
103615,0.019912312751187433
103624,0.10013003901170352
103625,0.13997985901309165
103628,0.27951674903898954
103629,0.008487654320987654
103647,0.0458984375
103648,0.03966286564204264
103651,0.017267961763798953
103658,0.019912312751187433
103668,0.06321307431390688
103669,0.03227752639517345
103676,0.03966286564204264
103682,0.035395909805977975
103683,0.03227752639517345
103689,0.02776101388050694
103725,0.06321307431390688
103733,0.10013003901170352
103744,0.019912312751187433
103762,0.06321307431390688
103771,0.27951674903898954
103773,0.005931198102016607
103783,0.0458984375
103784,0.10013003901170352
103808,0.008487654320987654
103812,0.05504731861198738
103813,0.10013003901170352
103814,0.05504731861198738
103818,0.15729729729729727
103824,0.008487654320987654
103828,0.017267961763798953
103830,0.27951674903898954
103840,0.035395909805977975
103842,0.15486725663716813
103847,0.19096774193548388
103848,0.06321307431390688
103851,0.008487654320987654
103854,0.1106233538191396
103857,0.15729729729729727
103861,0.017267961763798953
103862,0.06321307431390688
103865,0.05504731861198738
103870,0.005931198102016607
103876,0.02776101388050694
103891,0.27951674903898954
103908,0.05504731861198738
103914,0.10472972972972973
103918,0.050847457627118633
103940,0.02776101388050694
103963,0.05504731861198738
103966,0.05504731861198738
103971,0.18476357267950963
103980,0.13310961968680088
103984,0.08711587256836763
103985,0.017267961763798953
103998,0.4015594541910331
104019,0.02776101388050694
104026,0.05504731861198738
104035,0.10013003901170352
104044,0.05504731861198738
104045,0.0458984375
104047,0.15729729729729727
104051,0.019912312751187433
104058,0.03966286564204264
104063,0.017267961763798953
104066,0.13997985901309165
104087,0.019912312751187433
104089,0.05504731861198738
104095,0.017267961763798953
104098,0.15729729729729727
104104,0.008487654320987654
104110,0.3657817109144543
104120,0.05504731861198738
104122,0.019912312751187433
104131,0.02776101388050694
104132,0.03966286564204264
104135,0.02776101388050694
104136,0.008487654320987654
104149,0.05504731861198738
104150,0.05504731861198738
104156,0.4015594541910331
104165,0.10472972972972973
104175,0.008487654320987654
104179,0.09947643979057591
104184,0.21262002743484226
104206,0.019912312751187433
104216,0.21262002743484226
104230,0.175
104257,0.03227752639517345
104272,0.02776101388050694
104273,0.05504731861198738
104278,0.017267961763798953
104294,0.13997985901309165
104295,0.017267961763798953
104297,0.03227752639517345
104298,0.08711587256836763
104308,0.035395909805977975
104318,0.019912312751187433
104319,0.08968926553672317
104320,0.10833333333333334
104327,0.10013003901170352
104334,0.05504731861198738
104344,0.07228915662650602
104350,0.008487654320987654
104351,0.10013003901170352
104354,0.03227752639517345
104369,0.12537764350453176
104376,0.1106233538191396
104381,0.05504731861198738
104384,0.08711587256836763
104391,0.05504731861198738
104394,0.035395909805977975
104398,0.27951674903898954
104402,0.005931198102016607
104408,0.08711587256836763
104409,0.017267961763798953
104410,0.4015594541910331
104412,0.05504731861198738
104417,0.1106233538191396
104424,0.05504731861198738
104426,0.008487654320987654
104435,0.05504731861198738
104445,0.03227752639517345
104458,0.017267961763798953
104460,0.05504731861198738
104466,0.03227752639517345
104472,0.19096774193548388
104473,0.06321307431390688
104479,0.02776101388050694
104480,0.019912312751187433
104482,0.08711587256836763
104499,0.008487654320987654
104501,0.008487654320987654
104502,0.008487654320987654
104506,0.06321307431390688
104510,0.008487654320987654
104512,0.06321307431390688
104520,0.15211640211640212
104528,0.08711587256836763
104529,0.008487654320987654
104541,0.05504731861198738
104578,0.017267961763798953
104584,0.06321307431390688
104588,0.13997985901309165
104602,0.15729729729729727
104610,0.03227752639517345
104611,0.27951674903898954
104618,0.10013003901170352
104620,0.06321307431390688
104622,0.008487654320987654
104624,0.0458984375
104625,0.08968926553672317
104634,0.10013003901170352
104639,0.06321307431390688
104646,0.008487654320987654
104647,0.05504731861198738
104652,0.019912312751187433
104670,0.08711587256836763
104677,0.008487654320987654
104685,0.08711587256836763
104691,0.0458984375
104696,0.08711587256836763
104699,0.019912312751187433
104712,0.12537764350453176
104714,0.008487654320987654
104717,0.06321307431390688
104718,0.019912312751187433
104740,0.03227752639517345
104741,0.0458984375
104743,0.003616636528028933
104744,0.035395909805977975
104747,0.05504731861198738
104767,0.06321307431390688
104772,0.27951674903898954
104776,0.15211640211640212
104779,0.019912312751187433
104814,0.005931198102016607
104815,0.02776101388050694
104830,0.08711587256836763
104831,0.08968926553672317
104833,0.08711587256836763
104839,0.035395909805977975
104840,0.05504731861198738
104860,0.08968926553672317
104861,0.019912312751187433
104866,0.0458984375
104870,0.019912312751187433
104877,0.05504731861198738
104878,0.008487654320987654
104879,0.035395909805977975
104880,0.05504731861198738
104899,0.009615384615384616
104906,0.0458984375
104907,0.1106233538191396
104913,0.05504731861198738
104916,0.08711587256836763
104921,0.0458984375
104930,0.050847457627118633
104931,0.27951674903898954
104936,0.019912312751187433
